"","COUNTRY","SECTPERF","FUNCTION","GENDER","MEASURE","TIME_FORMAT","UNIT","POWERCODE","obsTime","obsValue","OBS_STATUS"
"1","AUS","_T","_T","_T","FTE","P1Y","FTE","0","1981",44532,NA
"2","AUS","_T","_T","_T","FTE","P1Y","FTE","0","1984",51256,NA
"3","AUS","_T","_T","_T","FTE","P1Y","FTE","0","1985",53259,NA
"4","AUS","_T","_T","_T","FTE","P1Y","FTE","0","1986",60079,NA
"5","AUS","_T","_T","_T","FTE","P1Y","FTE","0","1987",62702,NA
"6","AUS","_T","_T","_T","FTE","P1Y","FTE","0","1988",65926,NA
"7","AUS","_T","_T","_T","FTE","P1Y","FTE","0","1990",69048,NA
"8","AUS","_T","_T","_T","FTE","P1Y","FTE","0","1992",79510,NA
"9","AUS","_T","_T","_T","FTE","P1Y","FTE","0","1994",86882.9,NA
"10","AUS","_T","_T","_T","FTE","P1Y","FTE","0","1996",90691.51,NA
"11","AUS","_T","_T","_T","FTE","P1Y","FTE","0","1998",91583.4,NA
"12","AUS","_T","_T","_T","FTE","P1Y","FTE","0","2000",95620.6,NA
"13","AUS","_T","_T","_T","FTE","P1Y","FTE","0","2002",107209,NA
"14","AUS","_T","_T","_T","FTE","P1Y","FTE","0","2004",116194.2,NA
"15","AUS","_T","_T","_T","FTE","P1Y","FTE","0","2006",126701.8,NA
"16","AUS","_T","_T","_T","FTE","P1Y","FTE","0","2008",137488.7,NA
"17","AUS","BES","_T","_T","FTE","P1Y","FTE","0","1981",7923,NA
"18","AUS","BES","_T","_T","FTE","P1Y","FTE","0","1984",12563,NA
"19","AUS","BES","_T","_T","FTE","P1Y","FTE","0","1985",14784,NA
"20","AUS","BES","_T","_T","FTE","P1Y","FTE","0","1986",17592,NA
"21","AUS","BES","_T","_T","FTE","P1Y","FTE","0","1987",18738,NA
"22","AUS","BES","_T","_T","FTE","P1Y","FTE","0","1988",20803,NA
"23","AUS","BES","_T","_T","FTE","P1Y","FTE","0","1989",20636,NA
"24","AUS","BES","_T","_T","FTE","P1Y","FTE","0","1990",21025,NA
"25","AUS","BES","_T","_T","FTE","P1Y","FTE","0","1991",21299,NA
"26","AUS","BES","_T","_T","FTE","P1Y","FTE","0","1992",22919,NA
"27","AUS","BES","_T","_T","FTE","P1Y","FTE","0","1993",23742,NA
"28","AUS","BES","_T","_T","FTE","P1Y","FTE","0","1994",25812.1,NA
"29","AUS","BES","_T","_T","FTE","P1Y","FTE","0","1995",27123,NA
"30","AUS","BES","_T","_T","FTE","P1Y","FTE","0","1996",26412.1,NA
"31","AUS","BES","_T","_T","FTE","P1Y","FTE","0","1997",24769,NA
"32","AUS","BES","_T","_T","FTE","P1Y","FTE","0","1998",25108.9,NA
"33","AUS","BES","_T","_T","FTE","P1Y","FTE","0","1999",26507.3,NA
"34","AUS","BES","_T","_T","FTE","P1Y","FTE","0","2000",28391.2,NA
"35","AUS","BES","_T","_T","FTE","P1Y","FTE","0","2001",32209,NA
"36","AUS","BES","_T","_T","FTE","P1Y","FTE","0","2002",35939,NA
"37","AUS","BES","_T","_T","FTE","P1Y","FTE","0","2003",37429.6,NA
"38","AUS","BES","_T","_T","FTE","P1Y","FTE","0","2004",40458,NA
"39","AUS","BES","_T","_T","FTE","P1Y","FTE","0","2005",43686.5,NA
"40","AUS","BES","_T","_T","FTE","P1Y","FTE","0","2006",46461.7,NA
"41","AUS","BES","_T","_T","FTE","P1Y","FTE","0","2007",50896.1,NA
"42","AUS","BES","_T","_T","FTE","P1Y","FTE","0","2008",53885.7,NA
"43","AUS","BES","_T","_T","FTE","P1Y","FTE","0","2009",57936,NA
"44","AUS","BES","_T","_T","FTE","P1Y","FTE","0","2010",56510.5,NA
"45","AUS","BES","_T","_T","FTE","P1Y","FTE","0","2011",64905.9,NA
"46","AUS","BES","_T","_T","FTE","P1Y","FTE","0","2013",78839.3,NA
"47","AUS","BES","_T","_T","FTE","P1Y","FTE","0","2015",70466.6,NA
"48","AUS","BES","_T","_T","FTE","P1Y","FTE","0","2017",74991.2,NA
"49","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","1981",17682,NA
"50","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","1984",17137,NA
"51","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","1985",17519,NA
"52","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","1986",18325,NA
"53","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","1987",18623,NA
"54","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","1988",19198,NA
"55","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","1990",19660,NA
"56","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","1992",19804,NA
"57","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","1994",19308.7,NA
"58","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","1996",19189.75,NA
"59","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","1998",18422.2,NA
"60","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","2000",18151.1,NA
"61","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","2002",18541,NA
"62","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","2004",16687.4,NA
"63","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","2006",16760,NA
"64","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","2008",17042.2,NA
"65","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","2011",16688.9,NA
"66","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","2012",16380.5,NA
"67","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","2014",14715.3,NA
"68","AUS","GOV","_T","_T","FTE","P1Y","FTE","0","2016",14772.9,NA
"69","AUS","HES","_T","_T","FTE","P1Y","FTE","0","1981",18239,NA
"70","AUS","HES","_T","_T","FTE","P1Y","FTE","0","1984",20844,NA
"71","AUS","HES","_T","_T","FTE","P1Y","FTE","0","1985",20143,NA
"72","AUS","HES","_T","_T","FTE","P1Y","FTE","0","1986",23217,NA
"73","AUS","HES","_T","_T","FTE","P1Y","FTE","0","1987",24323,NA
"74","AUS","HES","_T","_T","FTE","P1Y","FTE","0","1988",24902,NA
"75","AUS","HES","_T","_T","FTE","P1Y","FTE","0","1990",27081,NA
"76","AUS","HES","_T","_T","FTE","P1Y","FTE","0","1992",35418,NA
"77","AUS","HES","_T","_T","FTE","P1Y","FTE","0","1994",40096,NA
"78","AUS","HES","_T","_T","FTE","P1Y","FTE","0","1996",42738.56,NA
"79","AUS","HES","_T","_T","FTE","P1Y","FTE","0","1998",45501.5,NA
"80","AUS","HES","_T","_T","FTE","P1Y","FTE","0","2000",46286.93,NA
"81","AUS","HES","_T","_T","FTE","P1Y","FTE","0","2002",49612,NA
"82","AUS","HES","_T","_T","FTE","P1Y","FTE","0","2004",55203.9,NA
"83","AUS","HES","_T","_T","FTE","P1Y","FTE","0","2006",58905.2,NA
"84","AUS","HES","_T","_T","FTE","P1Y","FTE","0","2008",61773.2,NA
"85","AUS","HES","_T","_T","FTE","P1Y","FTE","0","2010",69392.3,NA
"86","AUS","HES","_T","_T","FTE","P1Y","FTE","0","2012",74669,NA
"87","AUS","HES","_T","_T","FTE","P1Y","FTE","0","2014",78038.1,NA
"88","AUS","HES","_T","_T","FTE","P1Y","FTE","0","2016",79007.5,NA
"89","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","1981",688,NA
"90","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","1984",712,NA
"91","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","1985",812,NA
"92","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","1986",945,NA
"93","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","1987",1016,NA
"94","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","1988",1023,NA
"95","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","1990",1282,NA
"96","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","1992",1369,NA
"97","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","1994",1666.1,NA
"98","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","1996",2351.1,NA
"99","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","1998",2550.7,NA
"100","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","2000",2791.4,NA
"101","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","2002",3117,NA
"102","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","2004",3844.9,NA
"103","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","2006",4574.9,NA
"104","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","2008",4787.6,NA
"105","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","2011",5255.8,NA
"106","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","2012",5677.6,NA
"107","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","2014",6018.5,NA
"108","AUS","PNP","_T","_T","FTE","P1Y","FTE","0","2016",6178.4,NA
"109","AUS","_T","RSE","_T","FTE","P1Y","FTE","0","1981",24208,NA
"110","AUS","_T","RSE","_T","FTE","P1Y","FTE","0","1984",28776,"s"
"111","AUS","_T","RSE","_T","FTE","P1Y","FTE","0","1985",29866,NA
"112","AUS","_T","RSE","_T","FTE","P1Y","FTE","0","1986",35029,NA
"113","AUS","_T","RSE","_T","FTE","P1Y","FTE","0","1987",36730,NA
"114","AUS","_T","RSE","_T","FTE","P1Y","FTE","0","1988",40012,NA
"115","AUS","_T","RSE","_T","FTE","P1Y","FTE","0","1990",43176,NA
"116","AUS","_T","RSE","_T","FTE","P1Y","FTE","0","1992",52157,NA
"117","AUS","_T","RSE","_T","FTE","P1Y","FTE","0","1994",56872.8,NA
"118","AUS","_T","RSE","_T","FTE","P1Y","FTE","0","1996",61040.76,NA
"119","AUS","_T","RSE","_T","FTE","P1Y","FTE","0","1998",62864.5,NA
"120","AUS","_T","RSE","_T","FTE","P1Y","FTE","0","2000",66001.4,NA
"121","AUS","_T","RSE","_T","FTE","P1Y","FTE","0","2002",73173,NA
"122","AUS","_T","RSE","_T","FTE","P1Y","FTE","0","2004",81191.5,NA
"123","AUS","_T","RSE","_T","FTE","P1Y","FTE","0","2006",87201,NA
"124","AUS","_T","RSE","_T","FTE","P1Y","FTE","0","2008",92648.8,NA
"125","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","1981",3472,NA
"126","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","1984",5889,"s"
"127","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","1985",7397,NA
"128","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","1986",9219,NA
"129","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","1987",10254,NA
"130","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","1988",11873,NA
"131","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","1989",11987,NA
"132","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","1990",12604,NA
"133","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","1991",13137,NA
"134","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","1992",13943,NA
"135","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","1993",14121,NA
"136","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","1994",14902.6,NA
"137","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","1995",15589,NA
"138","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","1996",15258.8,NA
"139","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","1997",14569,NA
"140","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","1998",14771.9,NA
"141","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","1999",15572.6,NA
"142","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","2000",16221,NA
"143","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","2001",17783,NA
"144","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","2002",20451,NA
"145","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","2003",21634.7,NA
"146","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","2004",22772.8,NA
"147","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","2005",23793.9,NA
"148","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","2006",24770.9,NA
"149","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","2007",26102,NA
"150","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","2008",27721.2,NA
"151","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","2009",29509.1,NA
"152","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","2010",27990.2,NA
"153","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","2011",32439,NA
"154","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","2013",39064.9,NA
"155","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","2015",33015.7,NA
"156","AUS","BES","RSE","_T","FTE","P1Y","FTE","0","2017",34575.7,NA
"157","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","1981",6794,NA
"158","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","1984",6891,NA
"159","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","1985",7030,NA
"160","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","1986",7743,NA
"161","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","1987",7487,NA
"162","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","1988",8354,NA
"163","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","1990",9281,NA
"164","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","1992",9613,NA
"165","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","1994",8806.4,NA
"166","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","1996",9023.85,NA
"167","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","1998",8518.7,NA
"168","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","2000",8724.4,NA
"169","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","2002",8036,NA
"170","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","2004",8435,NA
"171","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","2006",8721,NA
"172","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","2008",8284.8,NA
"173","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","2011",8454.1,NA
"174","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","2012",8311.4,NA
"175","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","2014",7637.2,NA
"176","AUS","GOV","RSE","_T","FTE","P1Y","FTE","0","2016",7483.3,NA
"177","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","1981",13610,NA
"178","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","1984",15662,NA
"179","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","1985",15063,NA
"180","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","1986",17604,NA
"181","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","1987",18471,NA
"182","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","1988",19318,NA
"183","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","1990",20667,NA
"184","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","1992",27914,NA
"185","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","1994",32272,NA
"186","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","1996",35472.31,NA
"187","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","1998",38136.8,NA
"188","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","2000",39507.01,NA
"189","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","2002",42780,NA
"190","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","2004",47417.2,NA
"191","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","2006",50866.9,NA
"192","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","2008",53592,NA
"193","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","2010",60861.8,NA
"194","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","2012",65771.6,NA
"195","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","2014",68528.4,NA
"196","AUS","HES","RSE","_T","FTE","P1Y","FTE","0","2016",69287.1,NA
"197","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","1981",332,NA
"198","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","1984",334,NA
"199","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","1985",377,NA
"200","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","1986",463,NA
"201","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","1987",517,NA
"202","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","1988",467,NA
"203","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","1990",624,NA
"204","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","1992",687,NA
"205","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","1994",891.8,NA
"206","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","1996",1285.8,NA
"207","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","1998",1437.1,NA
"208","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","2000",1549,NA
"209","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","2002",1906,NA
"210","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","2004",2566.5,NA
"211","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","2006",2842.2,NA
"212","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","2008",3050.8,NA
"213","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","2011",3220.9,NA
"214","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","2012",3416.1,NA
"215","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","2014",3800,NA
"216","AUS","PNP","RSE","_T","FTE","P1Y","FTE","0","2016",3979.7,NA
"217","AUS","_T","_TXRSE","_T","FTE","P1Y","FTE","0","1981",20323,NA
"218","AUS","_T","_TXRSE","_T","FTE","P1Y","FTE","0","1984",22177,NA
"219","AUS","_T","_TXRSE","_T","FTE","P1Y","FTE","0","1985",23392,NA
"220","AUS","_T","_TXRSE","_T","FTE","P1Y","FTE","0","1986",25050,NA
"221","AUS","_T","_TXRSE","_T","FTE","P1Y","FTE","0","1987",25971,NA
"222","AUS","_T","_TXRSE","_T","FTE","P1Y","FTE","0","1988",25913,NA
"223","AUS","_T","_TXRSE","_T","FTE","P1Y","FTE","0","1990",25874,NA
"224","AUS","_T","_TXRSE","_T","FTE","P1Y","FTE","0","1992",27352,NA
"225","AUS","_T","_TXRSE","_T","FTE","P1Y","FTE","0","1994",30009,NA
"226","AUS","_T","_TXRSE","_T","FTE","P1Y","FTE","0","1996",29652,NA
"227","AUS","_T","_TXRSE","_T","FTE","P1Y","FTE","0","1998",28719,NA
"228","AUS","_T","_TXRSE","_T","FTE","P1Y","FTE","0","2000",29620,NA
"229","AUS","_T","_TXRSE","_T","FTE","P1Y","FTE","0","2002",34034,NA
"230","AUS","_T","_TXRSE","_T","FTE","P1Y","FTE","0","2004",35002,NA
"231","AUS","_T","_TXRSE","_T","FTE","P1Y","FTE","0","2006",39500.8,NA
"232","AUS","_T","_TXRSE","_T","FTE","P1Y","FTE","0","2008",44839.9,NA
"233","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","1981",4451,NA
"234","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","1984",6371,NA
"235","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","1985",7387,NA
"236","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","1986",8373,NA
"237","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","1987",8484,NA
"238","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","1988",8930,NA
"239","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","1989",8649,NA
"240","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","1990",8421,NA
"241","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","1991",8162,NA
"242","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","1992",8976,NA
"243","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","1993",9620,NA
"244","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","1994",10909.5,NA
"245","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","1995",11534,NA
"246","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","1996",11154,NA
"247","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","1997",10200,NA
"248","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","1998",10337,NA
"249","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","1999",10934.7,NA
"250","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","2000",12170.2,NA
"251","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","2001",14425,NA
"252","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","2002",15487,NA
"253","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","2003",15794.9,NA
"254","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","2004",17685.2,NA
"255","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","2005",19892.6,NA
"256","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","2006",21690.8,NA
"257","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","2007",24794,NA
"258","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","2008",26164.5,NA
"259","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","2009",28426.9,NA
"260","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","2010",28520.3,NA
"261","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","2011",32466.9,NA
"262","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","2013",39774.4,NA
"263","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","2015",37450.9,NA
"264","AUS","BES","_TXRSE","_T","FTE","P1Y","FTE","0","2017",40415.6,NA
"265","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","1981",10887,NA
"266","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","1984",10246,NA
"267","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","1985",10490,NA
"268","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","1986",10582,NA
"269","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","1987",11136,NA
"270","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","1988",10844,NA
"271","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","1990",10380,NA
"272","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","1992",10190,NA
"273","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","1994",10502.3,NA
"274","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","1996",10166,NA
"275","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","1998",9903.4,NA
"276","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","2000",9426.5,NA
"277","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","2002",10505,NA
"278","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","2004",8252.4,NA
"279","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","2006",8039,NA
"280","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","2008",8757.4,NA
"281","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","2011",8234.8,NA
"282","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","2012",8069.1,NA
"283","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","2014",7078.1,NA
"284","AUS","GOV","_TXRSE","_T","FTE","P1Y","FTE","0","2016",7289.6,NA
"285","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","1981",4629,NA
"286","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","1984",5182,NA
"287","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","1985",5080,NA
"288","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","1986",5613,NA
"289","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","1987",5851,NA
"290","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","1988",5584,NA
"291","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","1990",6415,NA
"292","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","1992",7504,NA
"293","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","1994",7824,NA
"294","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","1996",7266,NA
"295","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","1998",7365,NA
"296","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","2000",6780,NA
"297","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","2002",6832,NA
"298","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","2004",7787,NA
"299","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","2006",8038.3,NA
"300","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","2008",8181.2,NA
"301","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","2010",8530.5,NA
"302","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","2012",8897.5,NA
"303","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","2014",9509.7,NA
"304","AUS","HES","_TXRSE","_T","FTE","P1Y","FTE","0","2016",9720.4,NA
"305","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","1981",356,NA
"306","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","1984",378,NA
"307","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","1985",435,NA
"308","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","1986",482,NA
"309","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","1987",499,NA
"310","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","1988",555,NA
"311","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","1990",658,NA
"312","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","1992",682,NA
"313","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","1994",774.3,NA
"314","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","1996",1066,NA
"315","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","1998",1113.6,NA
"316","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","2000",1242.4,NA
"317","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","2002",1210,NA
"318","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","2004",1278.4,NA
"319","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","2006",1732.7,NA
"320","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","2008",1736.8,NA
"321","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","2011",2034.9,NA
"322","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","2012",2261.5,NA
"323","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","2014",2218.5,NA
"324","AUS","PNP","_TXRSE","_T","FTE","P1Y","FTE","0","2016",2198.7,NA
"325","AUS","_T","TEC","_T","FTE","P1Y","FTE","0","1981",12006,NA
